Câu hỏi,BIO
bạn thật sự toát lên vẻ tục dựng cây nêu,O O O O O O B-XXX I-XXX I-XXX I-XXX
thật lòng đấy tôi thấy bạn đúng là người tục dựng cây nêu,O O O O O O O O O B-XXX I-XXX I-XXX I-XXX
lần đầu gặp đã thấy bạn có nét tục dựng cây nêu rồi,O O O O O O O O B-XXX I-XXX I-XXX I-XXX O
trong mắt tôi bạn luôn là kiểu người tục dựng cây nêu đấy,O O O O O O O O B-XXX I-XXX I-XXX I-XXX O
tôi không hiểu câu tục thờ cúng tổ tiên,O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
câu tục thờ cúng tổ tiên nghĩa là gì,O B-XXX I-XXX I-XXX I-XXX I-XXX O O O
bạn hiểu câu tục thờ cúng tổ tiên không,O O O B-XXX I-XXX I-XXX I-XXX I-XXX O
câu tục thờ cúng tổ tiên khó hiểu quá,O B-XXX I-XXX I-XXX I-XXX I-XXX O O O
tục thờ cúng tổ tiên nghĩa là gì nhỉ,B-XXX I-XXX I-XXX I-XXX I-XXX O O O O
hãy giải thích câu tục thờ cúng tổ tiên,O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
hãy giải thích tục thờ cúng tổ tiên,O O O B-XXX I-XXX I-XXX I-XXX I-XXX
giải thích tục thờ cúng tổ tiên cho tôi,O O B-XXX I-XXX I-XXX I-XXX I-XXX O O
câu tục thờ cúng tổ tiên đúng là chí lý,O B-XXX I-XXX I-XXX I-XXX I-XXX O O O O
tôi thấy bạn là người tục thờ cúng tổ tiên thật đấy,O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O O
bạn đúng là kiểu người tục thờ cúng tổ tiên rồi,O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O
chơi với bạn lâu mới thấy bạn rất tục thờ cúng tổ tiên,O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
bạn cứ như người tục thờ cúng tổ tiên trong truyền thuyết vậy,O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O O O O
mình cảm giác bạn đúng chất tục thờ cúng tổ tiên luôn,O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O
càng tiếp xúc càng thấy bạn là người tục thờ cúng tổ tiên,O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
nói thật tôi luôn nghĩ bạn thuộc kiểu người tục thờ cúng tổ tiên,O O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
bạn làm tôi liên tưởng đến kiểu người tục thờ cúng tổ tiên,O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
chẳng hiểu sao tôi cứ thấy bạn có chút gì đó tục thờ cúng tổ tiên,O O O O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
bạn đúng là mẫu người tục thờ cúng tổ tiên mà tôi thích,O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O O O
có ai bảo bạn rất tục thờ cúng tổ tiên chưa nhỉ,O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O O
bạn thật sự toát lên vẻ tục thờ cúng tổ tiên,O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
thật lòng đấy tôi thấy bạn đúng là người tục thờ cúng tổ tiên,O O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
lần đầu gặp đã thấy bạn có nét tục thờ cúng tổ tiên rồi,O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O
trong mắt tôi bạn luôn là kiểu người tục thờ cúng tổ tiên đấy,O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O
tôi không hiểu câu lễ vu lan,O O O O B-XXX I-XXX I-XXX
câu lễ vu lan nghĩa là gì,O B-XXX I-XXX I-XXX O O O
bạn hiểu câu lễ vu lan không,O O O B-XXX I-XXX I-XXX O
câu lễ vu lan khó hiểu quá,O B-XXX I-XXX I-XXX O O O
lễ vu lan nghĩa là gì nhỉ,B-XXX I-XXX I-XXX O O O O
hãy giải thích câu lễ vu lan,O O O O B-XXX I-XXX I-XXX
hãy giải thích lễ vu lan,O O O B-XXX I-XXX I-XXX
giải thích lễ vu lan cho tôi,O O B-XXX I-XXX I-XXX O O
câu lễ vu lan đúng là chí lý,O B-XXX I-XXX I-XXX O O O O
tôi thấy bạn là người lễ vu lan thật đấy,O O O O O B-XXX I-XXX I-XXX O O
bạn đúng là kiểu người lễ vu lan rồi,O O O O O B-XXX I-XXX I-XXX O
chơi với bạn lâu mới thấy bạn rất lễ vu lan,O O O O O O O O B-XXX I-XXX I-XXX
bạn cứ như người lễ vu lan trong truyền thuyết vậy,O O O O B-XXX I-XXX I-XXX O O O O
mình cảm giác bạn đúng chất lễ vu lan luôn,O O O O O O B-XXX I-XXX I-XXX O
càng tiếp xúc càng thấy bạn là người lễ vu lan,O O O O O O O O B-XXX I-XXX I-XXX
nói thật tôi luôn nghĩ bạn thuộc kiểu người lễ vu lan,O O O O O O O O O B-XXX I-XXX I-XXX
bạn làm tôi liên tưởng đến kiểu người lễ vu lan,O O O O O O O O B-XXX I-XXX I-XXX
chẳng hiểu sao tôi cứ thấy bạn có chút gì đó lễ vu lan,O O O O O O O O O O O B-XXX I-XXX I-XXX
bạn đúng là mẫu người lễ vu lan mà tôi thích,O O O O O B-XXX I-XXX I-XXX O O O
có ai bảo bạn rất lễ vu lan chưa nhỉ,O O O O O B-XXX I-XXX I-XXX O O
bạn thật sự toát lên vẻ lễ vu lan,O O O O O O B-XXX I-XXX I-XXX
thật lòng đấy tôi thấy bạn đúng là người lễ vu lan,O O O O O O O O O B-XXX I-XXX I-XXX
lần đầu gặp đã thấy bạn có nét lễ vu lan rồi,O O O O O O O O B-XXX I-XXX I-XXX O
trong mắt tôi bạn luôn là kiểu người lễ vu lan đấy,O O O O O O O O B-XXX I-XXX I-XXX O
tôi không hiểu câu tảo mộ,O O O O B-XXX I-XXX
câu tảo mộ nghĩa là gì,O B-XXX I-XXX O O O
bạn hiểu câu tảo mộ không,O O O B-XXX I-XXX O
câu tảo mộ khó hiểu quá,O B-XXX I-XXX O O O
tảo mộ nghĩa là gì nhỉ,B-XXX I-XXX O O O O
hãy giải thích câu tảo mộ,O O O O B-XXX I-XXX
hãy giải thích tảo mộ,O O O B-XXX I-XXX
giải thích tảo mộ cho tôi,O O B-XXX I-XXX O O
câu tảo mộ đúng là chí lý,O B-XXX I-XXX O O O O
tôi thấy bạn là người tảo mộ thật đấy,O O O O O B-XXX I-XXX O O
bạn đúng là kiểu người tảo mộ rồi,O O O O O B-XXX I-XXX O
chơi với bạn lâu mới thấy bạn rất tảo mộ,O O O O O O O O B-XXX I-XXX
bạn cứ như người tảo mộ trong truyền thuyết vậy,O O O O B-XXX I-XXX O O O O
mình cảm giác bạn đúng chất tảo mộ luôn,O O O O O O B-XXX I-XXX O
càng tiếp xúc càng thấy bạn là người tảo mộ,O O O O O O O O B-XXX I-XXX
nói thật tôi luôn nghĩ bạn thuộc kiểu người tảo mộ,O O O O O O O O O B-XXX I-XXX
bạn làm tôi liên tưởng đến kiểu người tảo mộ,O O O O O O O O B-XXX I-XXX
chẳng hiểu sao tôi cứ thấy bạn có chút gì đó tảo mộ,O O O O O O O O O O O B-XXX I-XXX
bạn đúng là mẫu người tảo mộ mà tôi thích,O O O O O B-XXX I-XXX O O O
có ai bảo bạn rất tảo mộ chưa nhỉ,O O O O O B-XXX I-XXX O O
bạn thật sự toát lên vẻ tảo mộ,O O O O O O B-XXX I-XXX
thật lòng đấy tôi thấy bạn đúng là người tảo mộ,O O O O O O O O O B-XXX I-XXX
lần đầu gặp đã thấy bạn có nét tảo mộ rồi,O O O O O O O O B-XXX I-XXX O
trong mắt tôi bạn luôn là kiểu người tảo mộ đấy,O O O O O O O O B-XXX I-XXX O
tôi không hiểu câu lễ cưới hỏi truyền thống,O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
câu lễ cưới hỏi truyền thống nghĩa là gì,O B-XXX I-XXX I-XXX I-XXX I-XXX O O O
bạn hiểu câu lễ cưới hỏi truyền thống không,O O O B-XXX I-XXX I-XXX I-XXX I-XXX O
câu lễ cưới hỏi truyền thống khó hiểu quá,O B-XXX I-XXX I-XXX I-XXX I-XXX O O O
lễ cưới hỏi truyền thống nghĩa là gì nhỉ,B-XXX I-XXX I-XXX I-XXX I-XXX O O O O
hãy giải thích câu lễ cưới hỏi truyền thống,O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
hãy giải thích lễ cưới hỏi truyền thống,O O O B-XXX I-XXX I-XXX I-XXX I-XXX
giải thích lễ cưới hỏi truyền thống cho tôi,O O B-XXX I-XXX I-XXX I-XXX I-XXX O O
câu lễ cưới hỏi truyền thống đúng là chí lý,O B-XXX I-XXX I-XXX I-XXX I-XXX O O O O
tôi thấy bạn là người lễ cưới hỏi truyền thống thật đấy,O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O O
bạn đúng là kiểu người lễ cưới hỏi truyền thống rồi,O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O
chơi với bạn lâu mới thấy bạn rất lễ cưới hỏi truyền thống,O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
bạn cứ như người lễ cưới hỏi truyền thống trong truyền thuyết vậy,O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O O O O
mình cảm giác bạn đúng chất lễ cưới hỏi truyền thống luôn,O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O
càng tiếp xúc càng thấy bạn là người lễ cưới hỏi truyền thống,O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
nói thật tôi luôn nghĩ bạn thuộc kiểu người lễ cưới hỏi truyền thống,O O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
bạn làm tôi liên tưởng đến kiểu người lễ cưới hỏi truyền thống,O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
chẳng hiểu sao tôi cứ thấy bạn có chút gì đó lễ cưới hỏi truyền thống,O O O O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
bạn đúng là mẫu người lễ cưới hỏi truyền thống mà tôi thích,O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O O O
có ai bảo bạn rất lễ cưới hỏi truyền thống chưa nhỉ,O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O O
bạn thật sự toát lên vẻ lễ cưới hỏi truyền thống,O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
thật lòng đấy tôi thấy bạn đúng là người lễ cưới hỏi truyền thống,O O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX
lần đầu gặp đã thấy bạn có nét lễ cưới hỏi truyền thống rồi,O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O
trong mắt tôi bạn luôn là kiểu người lễ cưới hỏi truyền thống đấy,O O O O O O O O B-XXX I-XXX I-XXX I-XXX I-XXX O
tôi không hiểu câu áo dài cưới,O O O O B-XXX I-XXX I-XXX
câu áo dài cưới nghĩa là gì,O B-XXX I-XXX I-XXX O O O
bạn hiểu câu áo dài cưới không,O O O B-XXX I-XXX I-XXX O
câu áo dài cưới khó hiểu quá,O B-XXX I-XXX I-XXX O O O
áo dài cưới nghĩa là gì nhỉ,B-XXX I-XXX I-XXX O O O O
hãy giải thích câu áo dài cưới,O O O O B-XXX I-XXX I-XXX
hãy giải thích áo dài cưới,O O O B-XXX I-XXX I-XXX
giải thích áo dài cưới cho tôi,O O B-XXX I-XXX I-XXX O O
câu áo dài cưới đúng là chí lý,O B-XXX I-XXX I-XXX O O O O
tôi thấy bạn là người áo dài cưới thật đấy,O O O O O B-XXX I-XXX I-XXX O O
bạn đúng là kiểu người áo dài cưới rồi,O O O O O B-XXX I-XXX I-XXX O
chơi với bạn lâu mới thấy bạn rất áo dài cưới,O O O O O O O O B-XXX I-XXX I-XXX
bạn cứ như người áo dài cưới trong truyền thuyết vậy,O O O O B-XXX I-XXX I-XXX O O O O
mình cảm giác bạn đúng chất áo dài cưới luôn,O O O O O O B-XXX I-XXX I-XXX O
càng tiếp xúc càng thấy bạn là người áo dài cưới,O O O O O O O O B-XXX I-XXX I-XXX
nói thật tôi luôn nghĩ bạn thuộc kiểu người áo dài cưới,O O O O O O O O O B-XXX I-XXX I-XXX
bạn làm tôi liên tưởng đến kiểu người áo dài cưới,O O O O O O O O B-XXX I-XXX I-XXX
chẳng hiểu sao tôi cứ thấy bạn có chút gì đó áo dài cưới,O O O O O O O O O O O B-XXX I-XXX I-XXX
bạn đúng là mẫu người áo dài cưới mà tôi thích,O O O O O B-XXX I-XXX I-XXX O O O
có ai bảo bạn rất áo dài cưới chưa nhỉ,O O O O O B-XXX I-XXX I-XXX O O
bạn thật sự toát lên vẻ áo dài cưới,O O O O O O B-XXX I-XXX I-XXX
thật lòng đấy tôi thấy bạn đúng là người áo dài cưới,O O O O O O O O O B-XXX I-XXX I-XXX
lần đầu gặp đã thấy bạn có nét áo dài cưới rồi,O O O O O O O O B-XXX I-XXX I-XXX O
trong mắt tôi bạn luôn là kiểu người áo dài cưới đấy,O O O O O O O O B-XXX I-XXX I-XXX O
tôi không hiểu câu mâm quả cưới,O O O O B-XXX I-XXX I-XXX
câu mâm quả cưới nghĩa là gì,O B-XXX I-XXX I-XXX O O O
bạn hiểu câu mâm quả cưới không,O O O B-XXX I-XXX I-XXX O
câu mâm quả cưới khó hiểu quá,O B-XXX I-XXX I-XXX O O O
mâm quả cưới nghĩa là gì nhỉ,B-XXX I-XXX I-XXX O O O O
hãy giải thích câu mâm quả cưới,O O O O B-XXX I-XXX I-XXX
hãy giải thích mâm quả cưới,O O O B-XXX I-XXX I-XXX
giải thích mâm quả cưới cho tôi,O O B-XXX I-XXX I-XXX O O
câu mâm quả cưới đúng là chí lý,O B-XXX I-XXX I-XXX O O O O
tôi thấy bạn là người mâm quả cưới thật đấy,O O O O O B-XXX I-XXX I-XXX O O
bạn đúng là kiểu người mâm quả cưới rồi,O O O O O B-XXX I-XXX I-XXX O
chơi với bạn lâu mới thấy bạn rất mâm quả cưới,O O O O O O O O B-XXX I-XXX I-XXX
bạn cứ như người mâm quả cưới trong truyền thuyết vậy,O O O O B-XXX I-XXX I-XXX O O O O
mình cảm giác bạn đúng chất mâm quả cưới luôn,O O O O O O B-XXX I-XXX I-XXX O
càng tiếp xúc càng thấy bạn là người mâm quả cưới,O O O O O O O O B-XXX I-XXX I-XXX
nói thật tôi luôn nghĩ bạn thuộc kiểu người mâm quả cưới,O O O O O O O O O B-XXX I-XXX I-XXX
bạn làm tôi liên tưởng đến kiểu người mâm quả cưới,O O O O O O O O B-XXX I-XXX I-XXX
chẳng hiểu sao tôi cứ thấy bạn có chút gì đó mâm quả cưới,O O O O O O O O O O O B-XXX I-XXX I-XXX
bạn đúng là mẫu người mâm quả cưới mà tôi thích,O O O O O B-XXX I-XXX I-XXX O O O
có ai bảo bạn rất mâm quả cưới chưa nhỉ,O O O O O B-XXX I-XXX I-XXX O O
bạn thật sự toát lên vẻ mâm quả cưới,O O O O O O B-XXX I-XXX I-XXX
thật lòng đấy tôi thấy bạn đúng là người mâm quả cưới,O O O O O O O O O B-XXX I-XXX I-XXX
lần đầu gặp đã thấy bạn có nét mâm quả cưới rồi,O O O O O O O O B-XXX I-XXX I-XXX O
trong mắt tôi bạn luôn là kiểu người mâm quả cưới đấy,O O O O O O O O B-XXX I-XXX I-XXX O
tôi không hiểu câu khăn đóng,O O O O B-XXX I-XXX
câu khăn đóng nghĩa là gì,O B-XXX I-XXX O O O
bạn hiểu câu khăn đóng không,O O O B-XXX I-XXX O
câu khăn đóng khó hiểu quá,O B-XXX I-XXX O O O
khăn đóng nghĩa là gì nhỉ,B-XXX I-XXX O O O O
hãy giải thích câu khăn đóng,O O O O B-XXX I-XXX
hãy giải thích khăn đóng,O O O B-XXX I-XXX
giải thích khăn đóng cho tôi,O O B-XXX I-XXX O O
câu khăn đóng đúng là chí lý,O B-XXX I-XXX O O O O
tôi thấy bạn là người khăn đóng thật đấy,O O O O O B-XXX I-XXX O O
bạn đúng là kiểu người khăn đóng rồi,O O O O O B-XXX I-XXX O
chơi với bạn lâu mới thấy bạn rất khăn đóng,O O O O O O O O B-XXX I-XXX
bạn cứ như người khăn đóng trong truyền thuyết vậy,O O O O B-XXX I-XXX O O O O
mình cảm giác bạn đúng chất khăn đóng luôn,O O O O O O B-XXX I-XXX O
càng tiếp xúc càng thấy bạn là người khăn đóng,O O O O O O O O B-XXX I-XXX
nói thật tôi luôn nghĩ bạn thuộc kiểu người khăn đóng,O O O O O O O O O B-XXX I-XXX
bạn làm tôi liên tưởng đến kiểu người khăn đóng,O O O O O O O O B-XXX I-XXX
chẳng hiểu sao tôi cứ thấy bạn có chút gì đó khăn đóng,O O O O O O O O O O O B-XXX I-XXX
bạn đúng là mẫu người khăn đóng mà tôi thích,O O O O O B-XXX I-XXX O O O
có ai bảo bạn rất khăn đóng chưa nhỉ,O O O O O B-XXX I-XXX O O
bạn thật sự toát lên vẻ khăn đóng,O O O O O O B-XXX I-XXX
thật lòng đấy tôi thấy bạn đúng là người khăn đóng,O O O O O O O O O B-XXX I-XXX
lần đầu gặp đã thấy bạn có nét khăn đóng rồi,O O O O O O O O B-XXX I-XXX O
trong mắt tôi bạn luôn là kiểu người khăn đóng đấy,O O O O O O O O B-XXX I-XXX O
tôi không hiểu câu sính lễ,O O O O B-XXX I-XXX
câu sính lễ nghĩa là gì,O B-XXX I-XXX O O O
bạn hiểu câu sính lễ không,O O O B-XXX I-XXX O
câu sính lễ khó hiểu quá,O B-XXX I-XXX O O O
sính lễ nghĩa là gì nhỉ,B-XXX I-XXX O O O O
hãy giải thích câu sính lễ,O O O O B-XXX I-XXX
hãy giải thích sính lễ,O O O B-XXX I-XXX
giải thích sính lễ cho tôi,O O B-XXX I-XXX O O
câu sính lễ đúng là chí lý,O B-XXX I-XXX O O O O
tôi thấy bạn là người sính lễ thật đấy,O O O O O B-XXX I-XXX O O
bạn đúng là kiểu người sính lễ rồi,O O O O O B-XXX I-XXX O
chơi với bạn lâu mới thấy bạn rất sính lễ,O O O O O O O O B-XXX I-XXX
bạn cứ như người sính lễ trong truyền thuyết vậy,O O O O B-XXX I-XXX O O O O
mình cảm giác bạn đúng chất sính lễ luôn,O O O O O O B-XXX I-XXX O
càng tiếp xúc càng thấy bạn là người sính lễ,O O O O O O O O B-XXX I-XXX
nói thật tôi luôn nghĩ bạn thuộc kiểu người sính lễ,O O O O O O O O O B-XXX I-XXX
bạn làm tôi liên tưởng đến kiểu người sính lễ,O O O O O O O O B-XXX I-XXX
chẳng hiểu sao tôi cứ thấy bạn có chút gì đó sính lễ,O O O O O O O O O O O B-XXX I-XXX
bạn đúng là mẫu người sính lễ mà tôi thích,O O O O O B-XXX I-XXX O O O
có ai bảo bạn rất sính lễ chưa nhỉ,O O O O O B-XXX I-XXX O O
bạn thật sự toát lên vẻ sính lễ,O O O O O O B-XXX I-XXX
thật lòng đấy tôi thấy bạn đúng là người sính lễ,O O O O O O O O O B-XXX I-XXX
lần đầu gặp đã thấy bạn có nét sính lễ rồi,O O O O O O O O B-XXX I-XXX O
trong mắt tôi bạn luôn là kiểu người sính lễ đấy,O O O O O O O O B-XXX I-XXX O
tôi không hiểu câu trầu cau cưới,O O O O B-XXX I-XXX I-XXX
câu trầu cau cưới nghĩa là gì,O B-XXX I-XXX I-XXX O O O
bạn hiểu câu trầu cau cưới không,O O O B-XXX I-XXX I-XXX O
câu trầu cau cưới khó hiểu quá,O B-XXX I-XXX I-XXX O O O
trầu cau cưới nghĩa là gì nhỉ,B-XXX I-XXX I-XXX O O O O
hãy giải thích câu trầu cau cưới,O O O O B-XXX I-XXX I-XXX
hãy giải thích trầu cau cưới,O O O B-XXX I-XXX I-XXX
giải thích trầu cau cưới cho tôi,O O B-XXX I-XXX I-XXX O O
câu trầu cau cưới đúng là chí lý,O B-XXX I-XXX I-XXX O O O O
tôi thấy bạn là người trầu cau cưới thật đấy,O O O O O B-XXX I-XXX I-XXX O O
bạn đúng là kiểu người trầu cau cưới rồi,O O O O O B-XXX I-XXX I-XXX O
chơi với bạn lâu mới thấy bạn rất trầu cau cưới,O O O O O O O O B-XXX I-XXX I-XXX
bạn cứ như người trầu cau cưới trong truyền thuyết vậy,O O O O B-XXX I-XXX I-XXX O O O O
mình cảm giác bạn đúng chất trầu cau cưới luôn,O O O O O O B-XXX I-XXX I-XXX O
càng tiếp xúc càng thấy bạn là người trầu cau cưới,O O O O O O O O B-XXX I-XXX I-XXX
nói thật tôi luôn nghĩ bạn thuộc kiểu người trầu cau cưới,O O O O O O O O O B-XXX I-XXX I-XXX
